Month_name,Region,Taxa,Probability,U,Q,Timesteps,Best,Worst,Group,Month,Percenttot,Window,MonthName
September,Suisun,Acartiella,62.20681257,-0.005295504,3.593296448,6,47.21902466,79.2440878,Zoop,9,NA,NA,Sep
October,Suisun,Acartiella,59.17578267,-0.031069754,2.844258101,6,43.87457938,77.22102194,Zoop,10,NA,NA,Oct
November,Suisun,Acartiella,62.67231045,-0.011113198,3.642867761,6,47.66223498,79.55473662,Zoop,11,NA,NA,Nov
December,Suisun,Acartiella,68.66934195,-0.018913024,5.229921752,6,53.78932578,83.41701751,Zoop,12,NA,NA,Dec
January,Suisun,Tortanus,64.11172486,0.142453205,5.013599911,5,20.70986731,84.81768795,Zoop,1,NA,NA,Jan
February,Suisun,Tortanus,59.00812378,0.082926877,3.693400994,5,20.08102382,82.67337513,Zoop,2,NA,NA,Feb
March,Suisun,Tortanus,58.83634866,0.188755475,3.821745216,5,17.73022613,80.57045922,Zoop,3,NA,NA,Mar
April,Suisun,Tortanus,69.48105023,0.202405182,7.194500373,5,25.03365321,87.04091816,Zoop,4,NA,NA,Apr
May,Suisun,Tortanus,64.70559136,0.259974926,5.498765811,5,18.58889423,83.71110641,Zoop,5,NA,NA,May
June,Suisun,Tortanus,37.94625699,0.03736026,1.376533472,5,15.04900767,69.12852001,Zoop,6,NA,NA,Jun
July,Suisun,Tortanus,28.84769878,0.047231906,0.9445258,5,12.53372758,60.52171208,Zoop,7,NA,NA,Jul
August,Suisun,Tortanus,24.49776058,0.018794545,0.784808423,5,11.62288863,57.84353905,Zoop,8,NA,NA,Aug
September,Suisun,Tortanus,58.31778799,0.054327896,3.538115915,5,21.75973665,82.47064432,Zoop,9,NA,NA,Sep
October,Suisun,Tortanus,37.49607387,0.009100325,1.347316698,5,15.09366857,70.55470714,Zoop,10,NA,NA,Oct
November,Suisun,Tortanus,41.59492497,0.077546995,1.621660298,5,14.94396349,70.41815497,Zoop,11,NA,NA,Nov
December,Suisun,Tortanus,55.27388475,0.003718206,3.008809112,5,21.56696615,81.83707752,Zoop,12,NA,NA,Dec
January,Sanpablo,Oithona,46.3964778,-0.046696668,1.755154007,5,15.57927296,78.82467856,Zoop,1,NA,NA,Jan
February,Sanpablo,Oithona,34.54877723,-0.003963977,1.178425439,5,12.88527843,70.93026875,Zoop,2,NA,NA,Feb
March,Sanpablo,Oithona,45.82283572,-0.025738484,1.806747433,5,16.63082668,77.54788053,Zoop,3,NA,NA,Mar
April,Sanpablo,Oithona,53.82088266,-0.026052383,2.640181956,5,18.57242109,82.17459996,Zoop,4,NA,NA,Apr
May,Sanpablo,Oithona,58.4142207,0.142941686,3.654574121,5,15.05012093,82.06606402,Zoop,5,NA,NA,May
June,Sanpablo,Oithona,60.90868381,0.198265527,4.28985966,5,15.31461614,82.84942764,Zoop,6,NA,NA,Jun
July,Sanpablo,Oithona,65.88720169,0.145255317,5.585949543,5,19.12960853,86.37451201,Zoop,7,NA,NA,Jul
August,Sanpablo,Oithona,13.78707247,0.052024094,0.4805307,5,8.029171094,43.07622867,Zoop,8,NA,NA,Aug
September,Sanpablo,Oithona,24.7715221,-0.018494742,0.749242562,5,10.68820058,61.21708323,Zoop,9,NA,NA,Sep
October,Sanpablo,Oithona,28.10328683,0.018881433,0.91298533,5,11.83084867,63.28176643,Zoop,10,NA,NA,Oct
November,Sanpablo,Oithona,37.81062352,-0.018467404,1.297773212,5,14.21960019,72.24920402,Zoop,11,NA,NA,Nov
December,Sanpablo,Oithona,30.32014264,-0.007849969,0.977676243,5,12.40421125,66.3969504,Zoop,12,NA,NA,Dec
January,Suisun,Oithona,66.28500999,0.009001571,5.579168436,5,26.77723049,87.6048694,Zoop,1,NA,NA,Jan
February,Suisun,Oithona,73.18750257,-0.079023959,7.997099333,5,35.2628738,90.73335065,Zoop,2,NA,NA,Feb
March,Suisun,Oithona,58.88369267,0.157596393,3.7708394,5,18.66899948,81.05483228,Zoop,3,NA,NA,Mar
April,Suisun,Oithona,58.04912915,0.147397317,3.592674295,5,18.01861809,80.69649782,Zoop,4,NA,NA,Apr
May,Suisun,Oithona,50.2798567,0.164535205,2.480511684,5,13.98005536,74.89886224,Zoop,5,NA,NA,May
June,Suisun,Oithona,62.04514684,0.234435729,4.660013921,5,18.49966295,82.16390232,Zoop,6,NA,NA,Jun
July,Suisun,Oithona,64.8695857,0.273625274,5.597345682,5,19.06715907,83.67159385,Zoop,7,NA,NA,Jul
August,Suisun,Oithona,58.36929071,0.170826921,3.694497328,5,17.99055888,80.51465951,Zoop,8,NA,NA,Aug
September,Suisun,Oithona,36.80185453,0.061084407,1.318087439,5,14.26908561,67.09802806,Zoop,9,NA,NA,Sep
October,Suisun,Oithona,64.48089271,0.037831831,4.999441614,5,25.07558595,86.3437568,Zoop,10,NA,NA,Oct
November,Suisun,Oithona,38.69769207,0.015439245,1.417491711,5,15.73133817,70.70601517,Zoop,11,NA,NA,Nov
December,Suisun,Oithona,38.93274009,0.006972407,1.431068833,5,15.72324087,71.31094763,Zoop,12,NA,NA,Dec
January,Sanpablo,Acartia,43.4979522,0.038069811,1.74478738,5,13.26185248,75.73109334,Zoop,1,NA,NA,Jan
February,Sanpablo,Acartia,70.37864436,0.02074226,7.338429495,5,23.95610027,90.27054106,Zoop,2,NA,NA,Feb
March,Sanpablo,Acartia,70.90720874,8.21E-05,7.617366242,5,28.72794863,90.1913899,Zoop,3,NA,NA,Mar
April,Sanpablo,Acartia,25.88145041,0.028312599,0.832530347,5,11.27680047,60.50624746,Zoop,4,NA,NA,Apr
May,Sanpablo,Acartia,69.29836398,0.146416306,6.963585526,5,21.84993864,88.16003667,Zoop,5,NA,NA,May
June,Sanpablo,Acartia,40.60780785,0.11020947,1.573512732,5,12.2607458,69.92974345,Zoop,6,NA,NA,Jun
July,Sanpablo,Acartia,44.98127749,0.200794935,2.004183324,5,10.08230784,71.15258572,Zoop,7,NA,NA,Jul
August,Sanpablo,Acartia,36.03636677,0.188390662,1.356645089,5,9.843055586,62.95756416,Zoop,8,NA,NA,Aug
September,Sanpablo,Acartia,26.64318638,0.103464542,0.872223404,5,10.91184568,56.48531027,Zoop,9,NA,NA,Sep
October,Sanpablo,Acartia,17.30609796,0.078703746,0.571657632,5,9.246934599,46.21803099,Zoop,10,NA,NA,Oct
November,Sanpablo,Acartia,43.9139608,0.037842211,1.776672673,5,14.39618485,75.04659392,Zoop,11,NA,NA,Nov
December,Sanpablo,Acartia,44.79976352,-0.013298773,1.781521553,5,15.83149265,76.94636346,Zoop,12,NA,NA,Dec
January,Suisun,Acartia,72.99514645,0.082240435,8.954998199,5,30.76348674,90.00345968,Zoop,1,NA,NA,Jan
February,Suisun,Acartia,78.55315079,0.086611567,14.39076293,5,39.12091234,92.43688095,Zoop,2,NA,NA,Feb
March,Suisun,Acartia,63.73471321,0.286791157,5.290411264,5,18.48926835,82.78948004,Zoop,3,NA,NA,Mar
April,Suisun,Acartia,73.15320632,0.103821895,9.097734578,5,31.85837232,89.71776694,Zoop,4,NA,NA,Apr
May,Suisun,Acartia,72.88691324,0.161239507,9.037725899,5,29.15791189,89.19071048,Zoop,5,NA,NA,May
June,Suisun,Acartia,72.38789193,0.101309415,8.579694426,5,31.75870103,89.35662989,Zoop,6,NA,NA,Jun
July,Suisun,Acartia,52.27395026,0.118198314,2.6616137,5,16.42952814,77.32546532,Zoop,7,NA,NA,Jul
August,Suisun,Acartia,63.62830108,0.109464288,4.819684492,5,23.24482233,84.64569791,Zoop,8,NA,NA,Aug
September,Suisun,Acartia,63.71215999,0.150623623,4.91262806,5,22.02252004,84.17418686,Zoop,9,NA,NA,Sep
October,Suisun,Acartia,73.25470589,-0.055957817,8.344706914,5,35.05182148,90.75681458,Zoop,10,NA,NA,Oct
November,Suisun,Acartia,50.291527,-0.054731385,2.067516829,5,20.63246389,79.05174356,Zoop,11,NA,NA,Nov
December,Suisun,Acartia,64.3096633,-0.114281508,3.920208013,5,28.72786241,86.55949564,Zoop,12,NA,NA,Dec
January,Delta,Daphnia,57.26557939,-0.103578641,2.623808898,5,36.44223147,77.94720186,Zoop,1,NA,NA,Jan
February,Delta,Daphnia,51.96269464,0.082738697,2.589357906,5,30.12194596,71.813723,Zoop,2,NA,NA,Feb
March,Delta,Daphnia,55.97903438,-0.098519208,2.474697924,5,35.91862027,76.7885521,Zoop,3,NA,NA,Mar
April,Delta,Daphnia,60.99697725,-0.045876506,3.714790231,5,41.12069145,80.0795318,Zoop,4,NA,NA,Apr
May,Delta,Daphnia,61.15581637,-0.029494697,3.878367951,5,41.0011359,80.20501577,Zoop,5,NA,NA,May
June,Delta,Daphnia,63.41387039,0.027983838,4.686903263,5,42.79413875,81.02820243,Zoop,6,NA,NA,Jun
July,Delta,Daphnia,75.71839438,0.03646768,11.10442645,5,56.48731222,88.37025691,Zoop,7,NA,NA,Jul
August,Delta,Daphnia,71.18236134,0.088013218,7.831782599,5,49.58271461,85.1076771,Zoop,8,NA,NA,Aug
September,Delta,Daphnia,62.1081783,0.019305567,4.341941574,5,41.61737543,80.37373053,Zoop,9,NA,NA,Sep
October,Delta,Daphnia,61.78994803,-0.031738964,4.00465981,5,42.23690845,80.55006731,Zoop,10,NA,NA,Oct
November,Delta,Daphnia,60.87847363,-0.075527018,3.458177456,5,40.98138234,79.99424995,Zoop,11,NA,NA,Nov
December,Delta,Daphnia,55.99739854,-0.030295549,2.922311836,5,36.65382377,76.81813485,Zoop,12,NA,NA,Dec
January,Delta,Bosmina,49.34818768,-0.081892917,1.834242984,5,37.0666459,65.37619159,Zoop,1,NA,NA,Jan
February,Delta,Bosmina,51.24743649,-0.030105151,2.303637426,5,41.05284651,66.96318738,Zoop,2,NA,NA,Feb
March,Delta,Bosmina,54.30251641,-0.10882259,2.196429401,5,41.59105781,69.19643408,Zoop,3,NA,NA,Mar
April,Delta,Bosmina,63.760681,-0.117313415,3.756078728,5,52.47742947,76.5547128,Zoop,4,NA,NA,Apr
May,Delta,Bosmina,63.94346631,-0.117907551,3.795785618,5,52.65734374,76.69589073,Zoop,5,NA,NA,May
June,Delta,Bosmina,65.31293937,-0.011805423,5.140453454,5,56.42131732,77.66343601,Zoop,6,NA,NA,Jun
July,Delta,Bosmina,76.83598036,-0.18048054,9.363889028,5,68.10206784,85.80201519,Zoop,7,NA,NA,Jul
August,Delta,Bosmina,70.97889441,0.094958399,7.72778525,5,61.14870346,80.37428096,Zoop,8,NA,NA,Aug
September,Delta,Bosmina,59.21059754,-0.017312879,3.566444868,5,49.768298,73.08453964,Zoop,9,NA,NA,Sep
October,Delta,Bosmina,57.75830462,-0.027674704,3.225629997,5,48.11595283,71.93699102,Zoop,10,NA,NA,Oct
November,Delta,Bosmina,55.93911134,-0.033944472,2.889617275,5,46.03299999,70.51119792,Zoop,11,NA,NA,Nov
December,Delta,Bosmina,58.38304137,-0.081033414,2.95639633,5,47.31548515,72.44681351,Zoop,12,NA,NA,Dec
January,Delta,Sinocalanus,51.43245122,0.017679301,2.494929324,5,39.91654911,67.96147505,Zoop,1,NA,NA,Jan
February,Delta,Sinocalanus,48.07983307,0.05514671,2.145818409,5,35.83879577,63.64650762,Zoop,2,NA,NA,Feb
March,Delta,Sinocalanus,54.60194309,0.030729548,2.913961001,5,42.98357345,69.83966843,Zoop,3,NA,NA,Mar
April,Delta,Sinocalanus,65.76434491,0.057217515,5.421795426,5,53.79773227,78.04130325,Zoop,4,NA,NA,Apr
May,Delta,Sinocalanus,71.47284048,0.038573221,7.948875027,5,60.71184266,82.51476517,Zoop,5,NA,NA,May
June,Delta,Sinocalanus,64.15480638,0.086790725,4.942716861,5,51.52855546,76.18939192,Zoop,6,NA,NA,Jun
July,Delta,Sinocalanus,67.51564828,-0.069075759,5.336096353,5,56.38394993,80.3937263,Zoop,7,NA,NA,Jul
August,Delta,Sinocalanus,65.90144148,-0.15645998,3.958249243,5,52.64525922,79.24421032,Zoop,8,NA,NA,Aug
September,Delta,Sinocalanus,63.45134846,-0.074370738,4.051333666,5,51.67819178,77.48986599,Zoop,9,NA,NA,Sep
October,Delta,Sinocalanus,56.17058578,-0.082623599,2.605005588,5,43.30865003,72.08882458,Zoop,10,NA,NA,Oct
November,Delta,Sinocalanus,53.20135161,-0.035574691,2.503195797,5,41.56006196,69.7712469,Zoop,11,NA,NA,Nov
December,Delta,Sinocalanus,52.52414656,-0.088130315,2.116366188,5,39.0885828,69.239305,Zoop,12,NA,NA,Dec
January,Delta,Eurytemora,68.78219312,0.021941857,6.571318819,5,54.50125187,82.47930306,Zoop,1,NA,NA,Jan
February,Delta,Eurytemora,63.4346007,0.108034907,4.76327066,5,46.35069896,77.19655654,Zoop,2,NA,NA,Feb
March,Delta,Eurytemora,64.00751597,0.101514696,4.917750311,5,47.66860902,77.51358514,Zoop,3,NA,NA,Mar
April,Delta,Eurytemora,61.25654691,0.092024998,4.186675116,5,44.80664207,75.56908497,Zoop,4,NA,NA,Apr
May,Delta,Eurytemora,69.00298293,0.075060861,6.709130981,5,53.70990693,81.67853745,Zoop,5,NA,NA,May
June,Delta,Eurytemora,74.25174153,0.072562089,9.869917605,5,60.47694641,85.28057003,Zoop,6,NA,NA,Jun
July,Delta,Eurytemora,58.68273972,0.111190505,3.660988087,5,41.63269692,73.12968615,Zoop,7,NA,NA,Jul
August,Delta,Eurytemora,73.78452686,0.166266408,9.695841849,5,51.1358127,86.03734573,Zoop,8,NA,NA,Aug
September,Delta,Eurytemora,71.26799138,0.133191658,7.958989184,5,55.42431512,82.54881834,Zoop,9,NA,NA,Sep
October,Delta,Eurytemora,67.76475868,0.18388099,6.379452907,5,50.17152192,79.23181884,Zoop,10,NA,NA,Oct
November,Delta,Eurytemora,58.02471292,0.206265389,3.701652875,5,38.73865417,70.53722729,Zoop,11,NA,NA,Nov
December,Delta,Eurytemora,56.48200676,0.073264016,3.228244027,5,40.57681098,72.16731573,Zoop,12,NA,NA,Dec
January,Suisun,Eurytemora,66.88191564,-0.137404314,4.434861142,5,46.5166297,83.88017606,Zoop,1,NA,NA,Jan
February,Suisun,Eurytemora,45.83659017,-0.062372711,1.637735324,5,27.10776102,69.88263332,Zoop,2,NA,NA,Feb
March,Suisun,Eurytemora,44.54007932,0.037220548,1.825916879,5,26.74198616,66.94755126,Zoop,3,NA,NA,Mar
April,Suisun,Eurytemora,46.56225147,0.092185223,2.02491393,5,26.34562293,66.64121438,Zoop,4,NA,NA,Apr
May,Suisun,Eurytemora,55.31329846,-0.043843765,2.734063706,5,35.7910625,76.37482463,Zoop,5,NA,NA,May
June,Suisun,Eurytemora,70.87017049,-0.038270997,7.147497144,5,51.97566526,85.93841013,Zoop,6,NA,NA,Jun
July,Suisun,Eurytemora,56.87143706,0.061747304,3.285042204,5,20.24270576,81.50116762,Zoop,7,NA,NA,Jul
August,Suisun,Eurytemora,NA,NA,NA,5,NA,NA,Zoop,8,NA,NA,Aug
September,Suisun,Eurytemora,49.72470508,0.070972654,2.323003946,5,29.50459651,69.98641476,Zoop,9,NA,NA,Sep
October,Suisun,Eurytemora,69.2099679,0.134353012,6.897024582,5,46.2793458,83.27161146,Zoop,10,NA,NA,Oct
November,Suisun,Eurytemora,66.26241383,0.166665616,5.762989576,5,41.94027495,80.79888767,Zoop,11,NA,NA,Nov
December,Suisun,Eurytemora,62.7657053,0.146675462,4.643873626,5,38.33570053,78.52538791,Zoop,12,NA,NA,Dec
January,Sanpablo,Pseudodiaptomus,57.82284589,0.286027372,3.870694449,5,9.659114518,80.6731417,Zoop,1,NA,NA,Jan
February,Sanpablo,Pseudodiaptomus,61.60240973,0.061506376,4.239775486,5,17.01591884,85.79173781,Zoop,2,NA,NA,Feb
March,Sanpablo,Pseudodiaptomus,67.93010196,-0.103978023,5.129100074,5,27.86886253,88.95714101,Zoop,3,NA,NA,Mar
April,Sanpablo,Pseudodiaptomus,57.16485664,-0.044291298,3.011869612,5,20.15054225,83.91954039,Zoop,4,NA,NA,Apr
May,Sanpablo,Pseudodiaptomus,62.9514078,0.095625492,4.6151262,5,18.73146661,85.36745166,Zoop,5,NA,NA,May
June,Sanpablo,Pseudodiaptomus,61.91314286,0.057684835,4.31229696,5,20.10385925,85.33425487,Zoop,6,NA,NA,Jun
July,Sanpablo,Pseudodiaptomus,62.5684977,0.19835914,4.702082802,5,15.56005838,83.9021085,Zoop,7,NA,NA,Jul
August,Sanpablo,Pseudodiaptomus,45.32892525,0.1362459,1.954286319,5,12.20599312,72.98151498,Zoop,8,NA,NA,Aug
September,Sanpablo,Pseudodiaptomus,41.87040326,0.075689617,1.640031698,5,13.3476083,72.16835161,Zoop,9,NA,NA,Sep
October,Sanpablo,Pseudodiaptomus,35.15319554,0.096601828,1.243692481,5,11.75001985,65.72889456,Zoop,10,NA,NA,Oct
November,Sanpablo,Pseudodiaptomus,35.88245488,0.06432775,1.269430176,5,12.52054459,67.81616565,Zoop,11,NA,NA,Nov
December,Sanpablo,Pseudodiaptomus,42.13657069,0.038071512,1.644913764,5,14.07279968,73.79045793,Zoop,12,NA,NA,Dec
January,Delta,Pseudodiaptomus,58.07680536,0.128279128,3.568702968,5,47.34439702,67.81287173,Zoop,1,NA,NA,Jan
February,Delta,Pseudodiaptomus,59.65255875,0.182933169,3.97730399,5,47.9996371,68.12245465,Zoop,2,NA,NA,Feb
March,Delta,Pseudodiaptomus,63.22845771,0.162593114,4.800266008,5,52.59487063,71.6990056,Zoop,3,NA,NA,Mar
April,Delta,Pseudodiaptomus,71.67493362,0.091255783,8.122499662,5,63.32375497,80.207459,Zoop,4,NA,NA,Apr
May,Delta,Pseudodiaptomus,69.49061238,0.128144479,7.017479434,5,60.19185687,77.88981735,Zoop,5,NA,NA,May
June,Delta,Pseudodiaptomus,58.56391901,0.110230559,3.636840047,5,48.4909561,68.48389658,Zoop,6,NA,NA,Jun
July,Delta,Pseudodiaptomus,50.41498427,-0.040452123,2.157077011,5,41.11123017,64.88663932,Zoop,7,NA,NA,Jul
August,Delta,Pseudodiaptomus,33.11981546,0.010919125,1.123283109,5,25.96454981,48.20969177,Zoop,8,NA,NA,Aug
September,Delta,Pseudodiaptomus,30.20274809,0.024315814,0.996455873,5,23.34456921,44.20304581,Zoop,9,NA,NA,Sep
October,Delta,Pseudodiaptomus,39.3142745,0.007000266,1.454310451,5,31.70383774,54.52210849,Zoop,10,NA,NA,Oct
November,Delta,Pseudodiaptomus,46.33516817,-0.027243761,1.842168472,5,37.49104299,61.31285264,Zoop,11,NA,NA,Nov
December,Delta,Pseudodiaptomus,56.57528561,-0.026832524,3.035160904,5,47.9465106,69.97642661,Zoop,12,NA,NA,Dec
January,Confluence,Pseudodiaptomus,55.07631268,0.109822804,3.040894413,5,40.75533686,68.30863199,Zoop,1,NA,NA,Jan
February,Confluence,Pseudodiaptomus,54.29010724,0.117918373,2.934056694,5,39.62312076,67.55764989,Zoop,2,NA,NA,Feb
March,Confluence,Pseudodiaptomus,58.19662091,0.044906325,3.510224836,5,45.64117928,72.51835839,Zoop,3,NA,NA,Mar
April,Confluence,Pseudodiaptomus,59.90174989,-0.020771729,3.678563231,5,47.90666378,75.35052979,Zoop,4,NA,NA,Apr
May,Confluence,Pseudodiaptomus,64.72528525,-0.034688348,4.749991614,5,53.19022936,78.51778341,Zoop,5,NA,NA,May
June,Confluence,Pseudodiaptomus,55.69476952,-0.110682967,2.358239699,5,41.42650042,71.83397419,Zoop,6,NA,NA,Jun
July,Confluence,Pseudodiaptomus,65.27900601,-0.133090704,4.005917914,5,52.25403153,78.88107222,Zoop,7,NA,NA,Jul
August,Confluence,Pseudodiaptomus,50.17744519,-0.106999256,1.778109604,5,35.1426962,67.50897003,Zoop,8,NA,NA,Aug
September,Confluence,Pseudodiaptomus,57.45021403,-0.085863555,2.772771043,5,44.24185737,73.14349904,Zoop,9,NA,NA,Sep
October,Confluence,Pseudodiaptomus,63.5282035,-0.130665909,3.584664653,5,50.22766829,77.62573437,Zoop,10,NA,NA,Oct
November,Confluence,Pseudodiaptomus,54.52039973,-0.064708577,2.494903616,5,41.9057861,70.85228575,Zoop,11,NA,NA,Nov
December,Confluence,Pseudodiaptomus,54.0649735,-0.048401523,2.535995227,5,41.3672333,70.90974628,Zoop,12,NA,NA,Dec
January,Suisun,Pseudodiaptomus,64.98459321,0.083305417,5.19214179,5,54.23347489,75.91615981,Zoop,1,NA,NA,Jan
February,Suisun,Pseudodiaptomus,60.82645028,0.082509845,4.077610698,5,49.74983609,72.44960251,Zoop,2,NA,NA,Feb
March,Suisun,Pseudodiaptomus,60.18806117,0.07611781,3.930588516,5,49.52464516,71.83025313,Zoop,3,NA,NA,Mar
April,Suisun,Pseudodiaptomus,61.16868493,-0.045054393,3.758377848,5,51.27452745,74.5988568,Zoop,4,NA,NA,Apr
May,Suisun,Pseudodiaptomus,69.37213735,-0.03117762,6.494691559,5,60.54317733,80.63246861,Zoop,5,NA,NA,May
June,Suisun,Pseudodiaptomus,71.01237417,-0.1266461,6.174649583,5,61.35529904,81.7765967,Zoop,6,NA,NA,Jun
July,Suisun,Pseudodiaptomus,69.40541472,-0.199272367,4.650426589,5,57.44899047,80.65289896,Zoop,7,NA,NA,Jul
August,Suisun,Pseudodiaptomus,62.29609503,-0.096771861,3.589480059,5,51.40325419,75.43638736,Zoop,8,NA,NA,Aug
September,Suisun,Pseudodiaptomus,65.15201132,-0.091870861,4.351516609,5,54.94112821,77.55184904,Zoop,9,NA,NA,Sep
October,Suisun,Pseudodiaptomus,61.57708219,-0.096827551,3.434201467,5,50.53560537,74.92892376,Zoop,10,NA,NA,Oct
November,Suisun,Pseudodiaptomus,58.41883117,-0.01552871,3.42929778,5,49.05446441,72.45048388,Zoop,11,NA,NA,Nov
December,Suisun,Pseudodiaptomus,62.55089199,-0.09552588,3.656942601,5,51.63149491,75.65062067,Zoop,12,NA,NA,Dec
January,Confluence,Limnoithona,64.68555067,0.164776385,5.232706204,5,39.4458701,79.92662669,Zoop,1,NA,NA,Jan
February,Confluence,Limnoithona,69.95193102,0.207412293,7.442382273,5,44.22886725,83.278637,Zoop,2,NA,NA,Feb
March,Confluence,Limnoithona,72.17683113,0.23736355,8.808425014,5,47.73263775,84.34388246,Zoop,3,NA,NA,Mar
April,Confluence,Limnoithona,66.2228404,0.237211822,5.940306184,5,39.38713081,80.01383698,Zoop,4,NA,NA,Apr
May,Confluence,Limnoithona,77.59109667,0.204926035,13.46818153,5,55.97324785,88.2290314,Zoop,5,NA,NA,May
June,Confluence,Limnoithona,68.50618357,0.078388088,6.492283083,5,46.62237592,83.52024122,Zoop,6,NA,NA,Jun
July,Confluence,Limnoithona,73.27362572,0.152860588,9.286038471,5,50.90295973,85.80556218,Zoop,7,NA,NA,Jul
August,Confluence,Limnoithona,57.46768599,0.126618397,3.455236051,5,33.82336641,74.8066597,Zoop,8,NA,NA,Aug
September,Confluence,Limnoithona,57.84294422,0.128794041,3.526193412,5,34.40779395,75.01434366,Zoop,9,NA,NA,Sep
October,Confluence,Limnoithona,66.1568947,0.027555067,5.538987324,5,45.66394611,82.76404774,Zoop,10,NA,NA,Oct
November,Confluence,Limnoithona,65.89854422,0.071855986,5.480449075,5,44.04192559,81.89892886,Zoop,11,NA,NA,Nov
December,Confluence,Limnoithona,59.65522787,0.079755875,3.821363569,5,36.77265943,77.61200029,Zoop,12,NA,NA,Dec
January,Suisun,Limnoithona,64.77529023,0.161730254,5.254246303,5,50.25223078,75.60358659,Zoop,1,NA,NA,Jan
February,Suisun,Limnoithona,71.59131424,0.155585563,8.198201922,5,58.54568196,81.29794585,Zoop,2,NA,NA,Feb
March,Suisun,Limnoithona,72.62189332,0.186294194,8.928897894,5,59.75171181,81.60936079,Zoop,3,NA,NA,Mar
April,Suisun,Limnoithona,67.02181059,0.204200512,6.139515098,5,52.30597039,76.74527115,Zoop,4,NA,NA,Apr
May,Suisun,Limnoithona,70.3676971,0.14309069,7.487164265,5,57.40831141,80.32914254,Zoop,5,NA,NA,May
June,Suisun,Limnoithona,64.30793636,0.120632315,5.03451477,5,50.92009244,75.69459291,Zoop,6,NA,NA,Jun
July,Suisun,Limnoithona,63.33636169,0.090892977,4.714033527,5,50.45189938,75.46468366,Zoop,7,NA,NA,Jul
August,Suisun,Limnoithona,60.39093466,0.011422829,3.940668105,5,49.22166611,74.95915679,Zoop,8,NA,NA,Aug
September,Suisun,Limnoithona,58.58343791,-0.035245691,3.318186385,5,47.16330521,73.9011442,Zoop,9,NA,NA,Sep
October,Suisun,Limnoithona,61.54793304,0.032086376,4.209696373,5,49.97366362,75.31566193,Zoop,10,NA,NA,Oct
November,Suisun,Limnoithona,61.67054613,0.042894538,4.244076957,5,49.88752269,75.14690864,Zoop,11,NA,NA,Nov
December,Suisun,Limnoithona,60.15718284,0.038132111,3.898104988,5,48.20393618,74.12602391,Zoop,12,NA,NA,Dec
January,Suisun,Acartiella,60.19758498,0.136279874,4.008127524,5,42.25264531,74.03477638,Zoop,1,NA,NA,Jan
February,Suisun,Acartiella,64.08452252,0.108356177,4.949718175,5,47.13364907,77.68370847,Zoop,2,NA,NA,Feb
March,Suisun,Acartiella,60.0747191,0.118509233,3.954961732,5,43.10187494,74.02224745,Zoop,3,NA,NA,Mar
April,Suisun,Acartiella,56.52756568,0.163671746,3.349473291,5,38.14466675,70.04544356,Zoop,4,NA,NA,Apr
May,Suisun,Acartiella,64.33720348,0.134035135,5.065730972,5,46.9202145,77.26382891,Zoop,5,NA,NA,May
June,Suisun,Acartiella,63.97843466,0.100047638,4.907336988,5,47.59983559,77.52896074,Zoop,6,NA,NA,Jun
July,Suisun,Acartiella,57.62045009,0.233166212,3.688796238,5,37.62522231,69.717015,Zoop,7,NA,NA,Jul
August,Suisun,Acartiella,58.35341567,-0.018949583,3.392877316,5,44.28144815,75.58157375,Zoop,8,NA,NA,Aug
September,Suisun,Acartiella,58.89623521,-0.005295504,3.593296448,5,45.10223938,75.94301461,Zoop,9,NA,NA,Sep
October,Suisun,Acartiella,55.5090455,-0.031069754,2.844258101,5,41.3541893,73.5141975,Zoop,10,NA,NA,Oct
